Engere Wahl des Bürgermeisters Landeshauptstadt Innsbruck 2024, 28.04.2024 (Bericht wurde generiert am 28.04.2024 um 17:34)
701;Innsbruck-Stadt;70101;Innsbruck;257;;322;;320;2;1;Willi Georg (Georg Willi - Die Innsbrucker Grünen);89;27,81;;2;Ing. Mag. Anzengruber Johannes (JA - Jetzt Innsbruck - Johannes Anzengruber);231;72,19;;
701;Innsbruck-Stadt;70101;Innsbruck;260;;341;;338;3;1;Willi Georg (Georg Willi - Die Innsbrucker Grünen);67;19,82;;2;Ing. Mag. Anzengruber Johannes (JA - Jetzt Innsbruck - Johannes Anzengruber);271;80,18;;
701;Innsbruck-Stadt;70101;Innsbruck;261;;207;;205;2;1;Willi Georg (Georg Willi - Die Innsbrucker Grünen);36;17,56;;2;Ing. Mag. Anzengruber Johannes (JA - Jetzt Innsbruck - Johannes Anzengruber);169;82,44;;
701;Innsbruck-Stadt;70101;Innsbruck;262;;258;;258;0;1;Willi Georg (Georg Willi - Die Innsbrucker Grünen);72;27,91;;2;Ing. Mag. Anzengruber Johannes (JA - Jetzt Innsbruck - Johannes Anzengruber);186;72,09;;
701;Innsbruck-Stadt;70101;Innsbruck;263;;289;;289;0;1;Willi Georg (Georg Willi - Die Innsbrucker Grünen);64;22,15;;2;Ing. Mag. Anzengruber Johannes (JA - Jetzt Innsbruck - Johannes Anzengruber);225;77,85;;
701;Innsbruck-Stadt;70101;Innsbruck;264;;225;;224;1;1;Willi Georg (Georg Willi - Die Innsbrucker Grünen);50;22,32;;2;Ing. Mag. Anzengruber Johannes (JA - Jetzt Innsbruck - Johannes Anzengruber);174;77,68;;
701;Innsbruck-Stadt;70101;Innsbruck;265;;292;;291;1;1;Willi Georg (Georg Willi - Die Innsbrucker Grünen);71;24,40;;2;Ing. Mag. Anzengruber Johannes (JA - Jetzt Innsbruck - Johannes Anzengruber);220;75,60;;
701;Innsbruck-Stadt;70101;Innsbruck;300;;386;;384;2;1;Willi Georg (Georg Willi - Die Innsbrucker Grünen);181;47,14;;2;Ing. Mag. Anzengruber Johannes (JA - Jetzt Innsbruck - Johannes Anzengruber);203;52,86;;
701;Innsbruck-Stadt;70101;Innsbruck;301;;303;;300;3;1;Willi Georg (Georg Willi - Die Innsbrucker Grünen);103;34,33;;2;Ing. Mag. Anzengruber Johannes (JA - Jetzt Innsbruck - Johannes Anzengruber);197;65,67;;
701;Innsbruck-Stadt;70101;Innsbruck;302;;427;;424;3;1;Willi Georg (Georg Willi - Die Innsbrucker Grünen);205;48,35;;2;Ing. Mag. Anzengruber Johannes (JA - Jetzt Innsbruck - Johannes Anzengruber);219;51,65;;
701;Innsbruck-Stadt;70101;Innsbruck;303;;382;;379;3;1;Willi Georg (Georg Willi - Die Innsbrucker Grünen);196;51,72;;2;Ing. Mag. Anzengruber Johannes (JA - Jetzt Innsbruck - Johannes Anzengruber);183;48,28;;
701;Innsbruck-Stadt;70101;Innsbruck;304;;391;;387;4;1;Willi Georg (Georg Willi - Die Innsbrucker Grünen);202;52,20;;2;Ing. Mag. Anzengruber Johannes (JA - Jetzt Innsbruck - Johannes Anzengruber);185;47,80;;
701;Innsbruck-Stadt;70101;Innsbruck;305;;425;;424;1;1;Willi Georg (Georg Willi - Die Innsbrucker Grünen);225;53,07;;2;Ing. Mag. Anzengruber Johannes (JA - Jetzt Innsbruck - Johannes Anzengruber);199;46,93;;
701;Innsbruck-Stadt;70101;Innsbruck;306;;220;;218;2;1;Willi Georg (Georg Willi - Die Innsbrucker Grünen);120;55,05;;2;Ing. Mag. Anzengruber Johannes (JA - Jetzt Innsbruck - Johannes Anzengruber);98;44,95;;
701;Innsbruck-Stadt;70101;Innsbruck;307;;265;;264;1;1;Willi Georg (Georg Willi - Die Innsbrucker Grünen);128;48,48;;2;Ing. Mag. Anzengruber Johannes (JA - Jetzt Innsbruck - Johannes Anzengruber);136;51,52;;
701;Innsbruck-Stadt;70101;Innsbruck;310;;509;;504;5;1;Willi Georg (Georg Willi - Die Innsbrucker Grünen);216;42,86;;2;Ing. Mag. Anzengruber Johannes (JA - Jetzt Innsbruck - Johannes Anzengruber);288;57,14;;
701;Innsbruck-Stadt;70101;Innsbruck;320;;142;;142;0;1;Willi Georg (Georg Willi - Die Innsbrucker Grünen);69;48,59;;2;Ing. Mag. Anzengruber Johannes (JA - Jetzt Innsbruck - Johannes Anzengruber);73;51,41;;
701;Innsbruck-Stadt;70101;Innsbruck;321;;258;;254;4;1;Willi Georg (Georg Willi - Die Innsbrucker Grünen);137;53,94;;2;Ing. Mag. Anzengruber Johannes (JA - Jetzt Innsbruck - Johannes Anzengruber);117;46,06;;
701;Innsbruck-Stadt;70101;Innsbruck;322;;234;;228;6;1;Willi Georg (Georg Willi - Die Innsbrucker Grünen);109;47,81;;2;Ing. Mag. Anzengruber Johannes (JA - Jetzt Innsbruck - Johannes Anzengruber);119;52,19;;
701;Innsbruck-Stadt;70101;Innsbruck;323;;285;;285;0;1;Willi Georg (Georg Willi - Die Innsbrucker Grünen);135;47,37;;2;Ing. Mag. Anzengruber Johannes (JA - Jetzt Innsbruck - Johannes Anzengruber);150;52,63;;
701;Innsbruck-Stadt;70101;Innsbruck;324;;313;;309;4;1;Willi Georg (Georg Willi - Die Innsbrucker Grünen);148;47,90;;2;Ing. Mag. Anzengruber Johannes (JA - Jetzt Innsbruck - Johannes Anzengruber);161;52,10;;
701;Innsbruck-Stadt;70101;Innsbruck;325;;271;;270;1;1;Willi Georg (Georg Willi - Die Innsbrucker Grünen);115;42,59;;2;Ing. Mag. Anzengruber Johannes (JA - Jetzt Innsbruck - Johannes Anzengruber);155;57,41;;
701;Innsbruck-Stadt;70101;Innsbruck;330;;294;;293;1;1;Willi Georg (Georg Willi - Die Innsbrucker Grünen);125;42,66;;2;Ing. Mag. Anzengruber Johannes (JA - Jetzt Innsbruck - Johannes Anzengruber);168;57,34;;
701;Innsbruck-Stadt;70101;Innsbruck;331;;462;;461;1;1;Willi Georg (Georg Willi - Die Innsbrucker Grünen);212;45,99;;2;Ing. Mag. Anzengruber Johannes (JA - Jetzt Innsbruck - Johannes Anzengruber);249;54,01;;
701;Innsbruck-Stadt;70101;Innsbruck;332;;409;;403;6;1;Willi Georg (Georg Willi - Die Innsbrucker Grünen);183;45,41;;2;Ing. Mag. Anzengruber Johannes (JA - Jetzt Innsbruck - Johannes Anzengruber);220;54,59;;
701;Innsbruck-Stadt;70101;Innsbruck;333;;407;;407;0;1;Willi Georg (Georg Willi - Die Innsbrucker Grünen);183;44,96;;2;Ing. Mag. Anzengruber Johannes (JA - Jetzt Innsbruck - Johannes Anzengruber);224;55,04;;
701;Innsbruck-Stadt;70101;Innsbruck;334;;459;;457;2;1;Willi Georg (Georg Willi - Die Innsbrucker Grünen);182;39,82;;2;Ing. Mag. Anzengruber Johannes (JA - Jetzt Innsbruck - Johannes Anzengruber);275;60,18;;
701;Innsbruck-Stadt;70101;Innsbruck;335;;305;;303;2;1;Willi Georg (Georg Willi - Die Innsbrucker Grünen);129;42,57;;2;Ing. Mag. Anzengruber Johannes (JA - Jetzt Innsbruck - Johannes Anzengruber);174;57,43;;
701;Innsbruck-Stadt;70101;Innsbruck;336;;421;;417;4;1;Willi Georg (Georg Willi - Die Innsbrucker Grünen);199;47,72;;2;Ing. Mag. Anzengruber Johannes (JA - Jetzt Innsbruck - Johannes Anzengruber);218;52,28;;
701;Innsbruck-Stadt;70101;Innsbruck;337;;305;;304;1;1;Willi Georg (Georg Willi - Die Innsbrucker Grünen);118;38,82;;2;Ing. Mag. Anzengruber Johannes (JA - Jetzt Innsbruck - Johannes Anzengruber);186;61,18;;
701;Innsbruck-Stadt;70101;Innsbruck;340;;299;;297;2;1;Willi Georg (Georg Willi - Die Innsbrucker Grünen);122;41,08;;2;Ing. Mag. Anzengruber Johannes (JA - Jetzt Innsbruck - Johannes Anzengruber);175;58,92;;
701;Innsbruck-Stadt;70101;Innsbruck;341;;309;;308;1;1;Willi Georg (Georg Willi - Die Innsbrucker Grünen);133;43,18;;2;Ing. Mag. Anzengruber Johannes (JA - Jetzt Innsbruck - Johannes Anzengruber);175;56,82;;
701;Innsbruck-Stadt;70101;Innsbruck;342;;264;;263;1;1;Willi Georg (Georg Willi - Die Innsbrucker Grünen);77;29,28;;2;Ing. Mag. Anzengruber Johannes (JA - Jetzt Innsbruck - Johannes Anzengruber);186;70,72;;
701;Innsbruck-Stadt;70101;Innsbruck;343;;274;;272;2;1;Willi Georg (Georg Willi - Die Innsbrucker Grünen);123;45,22;;2;Ing. Mag. Anzengruber Johannes (JA - Jetzt Innsbruck - Johannes Anzengruber);149;54,78;;
701;Innsbruck-Stadt;70101;Innsbruck;344;;247;;246;1;1;Willi Georg (Georg Willi - Die Innsbrucker Grünen);102;41,46;;2;Ing. Mag. Anzengruber Johannes (JA - Jetzt Innsbruck - Johannes Anzengruber);144;58,54;;
701;Innsbruck-Stadt;70101;Innsbruck;345;;273;;273;0;1;Willi Georg (Georg Willi - Die Innsbrucker Grünen);93;34,07;;2;Ing. Mag. Anzengruber Johannes (JA - Jetzt Innsbruck - Johannes Anzengruber);180;65,93;;
701;Innsbruck-Stadt;70101;Innsbruck;350;;324;;323;1;1;Willi Georg (Georg Willi - Die Innsbrucker Grünen);163;50,46;;2;Ing. Mag. Anzengruber Johannes (JA - Jetzt Innsbruck - Johannes Anzengruber);160;49,54;;
701;Innsbruck-Stadt;70101;Innsbruck;351;;377;;377;0;1;Willi Georg (Georg Willi - Die Innsbrucker Grünen);197;52,25;;2;Ing. Mag. Anzengruber Johannes (JA - Jetzt Innsbruck - Johannes Anzengruber);180;47,75;;
701;Innsbruck-Stadt;70101;Innsbruck;352;;375;;373;2;1;Willi Georg (Georg Willi - Die Innsbrucker Grünen);183;49,06;;2;Ing. Mag. Anzengruber Johannes (JA - Jetzt Innsbruck - Johannes Anzengruber);190;50,94;;
701;Innsbruck-Stadt;70101;Innsbruck;353;;283;;283;0;1;Willi Georg (Georg Willi - Die Innsbrucker Grünen);126;44,52;;2;Ing. Mag. Anzengruber Johannes (JA - Jetzt Innsbruck - Johannes Anzengruber);157;55,48;;
701;Innsbruck-Stadt;70101;Innsbruck;354;;372;;368;4;1;Willi Georg (Georg Willi - Die Innsbrucker Grünen);182;49,46;;2;Ing. Mag. Anzengruber Johannes (JA - Jetzt Innsbruck - Johannes Anzengruber);186;50,54;;
701;Innsbruck-Stadt;70101;Innsbruck;355;;257;;257;0;1;Willi Georg (Georg Willi - Die Innsbrucker Grünen);88;34,24;;2;Ing. Mag. Anzengruber Johannes (JA - Jetzt Innsbruck - Johannes Anzengruber);169;65,76;;
701;Innsbruck-Stadt;70101;Innsbruck;356;;316;;314;2;1;Willi Georg (Georg Willi - Die Innsbrucker Grünen);57;18,15;;2;Ing. Mag. Anzengruber Johannes (JA - Jetzt Innsbruck - Johannes Anzengruber);257;81,85;;
701;Innsbruck-Stadt;70101;Innsbruck;360;;348;;347;1;1;Willi Georg (Georg Willi - Die Innsbrucker Grünen);119;34,29;;2;Ing. Mag. Anzengruber Johannes (JA - Jetzt Innsbruck - Johannes Anzengruber);228;65,71;;
701;Innsbruck-Stadt;70101;Innsbruck;361;;466;;460;6;1;Willi Georg (Georg Willi - Die Innsbrucker Grünen);173;37,61;;2;Ing. Mag. Anzengruber Johannes (JA - Jetzt Innsbruck - Johannes Anzengruber);287;62,39;;
701;Innsbruck-Stadt;70101;Innsbruck;400;;395;;394;1;1;Willi Georg (Georg Willi - Die Innsbrucker Grünen);163;41,37;;2;Ing. Mag. Anzengruber Johannes (JA - Jetzt Innsbruck - Johannes Anzengruber);231;58,63;;
701;Innsbruck-Stadt;70101;Innsbruck;401;;283;;282;1;1;Willi Georg (Georg Willi - Die Innsbrucker Grünen);117;41,49;;2;Ing. Mag. Anzengruber Johannes (JA - Jetzt Innsbruck - Johannes Anzengruber);165;58,51;;
701;Innsbruck-Stadt;70101;Innsbruck;402;;403;;400;3;1;Willi Georg (Georg Willi - Die Innsbrucker Grünen);193;48,25;;2;Ing. Mag. Anzengruber Johannes (JA - Jetzt Innsbruck - Johannes Anzengruber);207;51,75;;
701;Innsbruck-Stadt;70101;Innsbruck;430;;280;;280;0;1;Willi Georg (Georg Willi - Die Innsbrucker Grünen);71;25,36;;2;Ing. Mag. Anzengruber Johannes (JA - Jetzt Innsbruck - Johannes Anzengruber);209;74,64;;
701;Innsbruck-Stadt;70101;Innsbruck;431;;359;;359;0;1;Willi Georg (Georg Willi - Die Innsbrucker Grünen);94;26,18;;2;Ing. Mag. Anzengruber Johannes (JA - Jetzt Innsbruck - Johannes Anzengruber);265;73,82;;
701;Innsbruck-Stadt;70101;Innsbruck;500;;253;;251;2;1;Willi Georg (Georg Willi - Die Innsbrucker Grünen);86;34,26;;2;Ing. Mag. Anzengruber Johannes (JA - Jetzt Innsbruck - Johannes Anzengruber);165;65,74;;
701;Innsbruck-Stadt;70101;Innsbruck;501;;256;;252;4;1;Willi Georg (Georg Willi - Die Innsbrucker Grünen);49;19,44;;2;Ing. Mag. Anzengruber Johannes (JA - Jetzt Innsbruck - Johannes Anzengruber);203;80,56;;
701;Innsbruck-Stadt;70101;Innsbruck;510;;347;;345;2;1;Willi Georg (Georg Willi - Die Innsbrucker Grünen);80;23,19;;2;Ing. Mag. Anzengruber Johannes (JA - Jetzt Innsbruck - Johannes Anzengruber);265;76,81;;
701;Innsbruck-Stadt;70101;Innsbruck;511;;425;;421;4;1;Willi Georg (Georg Willi - Die Innsbrucker Grünen);107;25,42;;2;Ing. Mag. Anzengruber Johannes (JA - Jetzt Innsbruck - Johannes Anzengruber);314;74,58;;
701;Innsbruck-Stadt;70101;Innsbruck;512;;309;;307;2;1;Willi Georg (Georg Willi - Die Innsbrucker Grünen);96;31,27;;2;Ing. Mag. Anzengruber Johannes (JA - Jetzt Innsbruck - Johannes Anzengruber);211;68,73;;
701;Innsbruck-Stadt;70101;Innsbruck;513;;205;;205;0;1;Willi Georg (Georg Willi - Die Innsbrucker Grünen);75;36,59;;2;Ing. Mag. Anzengruber Johannes (JA - Jetzt Innsbruck - Johannes Anzengruber);130;63,41;;
701;Innsbruck-Stadt;70101;Innsbruck;600;;424;;424;0;1;Willi Georg (Georg Willi - Die Innsbrucker Grünen);115;27,12;;2;Ing. Mag. Anzengruber Johannes (JA - Jetzt Innsbruck - Johannes Anzengruber);309;72,88;;
701;Innsbruck-Stadt;70101;Innsbruck;601;;304;;302;2;1;Willi Georg (Georg Willi - Die Innsbrucker Grünen);81;26,82;;2;Ing. Mag. Anzengruber Johannes (JA - Jetzt Innsbruck - Johannes Anzengruber);221;73,18;;
701;Innsbruck-Stadt;70101;Innsbruck;610;;269;;267;2;1;Willi Georg (Georg Willi - Die Innsbrucker Grünen);102;38,20;;2;Ing. Mag. Anzengruber Johannes (JA - Jetzt Innsbruck - Johannes Anzengruber);165;61,80;;
701;Innsbruck-Stadt;70101;Innsbruck;611;;452;;450;2;1;Willi Georg (Georg Willi - Die Innsbrucker Grünen);171;38,00;;2;Ing. Mag. Anzengruber Johannes (JA - Jetzt Innsbruck - Johannes Anzengruber);279;62,00;;
701;Innsbruck-Stadt;70101;Innsbruck;612;;337;;332;5;1;Willi Georg (Georg Willi - Die Innsbrucker Grünen);96;28,92;;2;Ing. Mag. Anzengruber Johannes (JA - Jetzt Innsbruck - Johannes Anzengruber);236;71,08;;
701;Innsbruck-Stadt;70101;Innsbruck;620;;238;;237;1;1;Willi Georg (Georg Willi - Die Innsbrucker Grünen);67;28,27;;2;Ing. Mag. Anzengruber Johannes (JA - Jetzt Innsbruck - Johannes Anzengruber);170;71,73;;
701;Innsbruck-Stadt;70101;Innsbruck;621;;248;;248;0;1;Willi Georg (Georg Willi - Die Innsbrucker Grünen);59;23,79;;2;Ing. Mag. Anzengruber Johannes (JA - Jetzt Innsbruck - Johannes Anzengruber);189;76,21;;
701;Innsbruck-Stadt;70101;Innsbruck;630;;178;;178;0;1;Willi Georg (Georg Willi - Die Innsbrucker Grünen);23;12,92;;2;Ing. Mag. Anzengruber Johannes (JA - Jetzt Innsbruck - Johannes Anzengruber);155;87,08;;
701;Innsbruck-Stadt;70101;Innsbruck;631;;189;;187;2;1;Willi Georg (Georg Willi - Die Innsbrucker Grünen);40;21,39;;2;Ing. Mag. Anzengruber Johannes (JA - Jetzt Innsbruck - Johannes Anzengruber);147;78,61;;
701;Innsbruck-Stadt;70101;Innsbruck;632;;223;;221;2;1;Willi Georg (Georg Willi - Die Innsbrucker Grünen);41;18,55;;2;Ing. Mag. Anzengruber Johannes (JA - Jetzt Innsbruck - Johannes Anzengruber);180;81,45;;
701;Innsbruck-Stadt;70101;Innsbruck;633;;249;;246;3;1;Willi Georg (Georg Willi - Die Innsbrucker Grünen);21;8,54;;2;Ing. Mag. Anzengruber Johannes (JA - Jetzt Innsbruck - Johannes Anzengruber);225;91,46;;
701;Innsbruck-Stadt;70101;Innsbruck;634;;193;;191;2;1;Willi Georg (Georg Willi - Die Innsbrucker Grünen);41;21,47;;2;Ing. Mag. Anzengruber Johannes (JA - Jetzt Innsbruck - Johannes Anzengruber);150;78,53;;
701;Innsbruck-Stadt;70101;Innsbruck;635;;352;;352;0;1;Willi Georg (Georg Willi - Die Innsbrucker Grünen);23;6,53;;2;Ing. Mag. Anzengruber Johannes (JA - Jetzt Innsbruck - Johannes Anzengruber);329;93,47;;
701;Innsbruck-Stadt;70101;Innsbruck;700;;264;;263;1;1;Willi Georg (Georg Willi - Die Innsbrucker Grünen);103;39,16;;2;Ing. Mag. Anzengruber Johannes (JA - Jetzt Innsbruck - Johannes Anzengruber);160;60,84;;
701;Innsbruck-Stadt;70101;Innsbruck;800;;386;;380;6;1;Willi Georg (Georg Willi - Die Innsbrucker Grünen);164;43,16;;2;Ing. Mag. Anzengruber Johannes (JA - Jetzt Innsbruck - Johannes Anzengruber);216;56,84;;
701;Innsbruck-Stadt;70101;Innsbruck;801;;319;;318;1;1;Willi Georg (Georg Willi - Die Innsbrucker Grünen);132;41,51;;2;Ing. Mag. Anzengruber Johannes (JA - Jetzt Innsbruck - Johannes Anzengruber);186;58,49;;
701;Innsbruck-Stadt;70101;Innsbruck;802;;348;;344;4;1;Willi Georg (Georg Willi - Die Innsbrucker Grünen);102;29,65;;2;Ing. Mag. Anzengruber Johannes (JA - Jetzt Innsbruck - Johannes Anzengruber);242;70,35;;
701;Innsbruck-Stadt;70101;Innsbruck;901;;83;;81;2;1;Willi Georg (Georg Willi - Die Innsbrucker Grünen);39;48,15;;2;Ing. Mag. Anzengruber Johannes (JA - Jetzt Innsbruck - Johannes Anzengruber);42;51,85;;
701;Innsbruck-Stadt;70101;Innsbruck;902;;85;;81;4;1;Willi Georg (Georg Willi - Die Innsbrucker Grünen);35;43,21;;2;Ing. Mag. Anzengruber Johannes (JA - Jetzt Innsbruck - Johannes Anzengruber);46;56,79;;
701;Innsbruck-Stadt;70101;Innsbruck;903;;77;;75;2;1;Willi Georg (Georg Willi - Die Innsbrucker Grünen);31;41,33;;2;Ing. Mag. Anzengruber Johannes (JA - Jetzt Innsbruck - Johannes Anzengruber);44;58,67;;
701;Innsbruck-Stadt;70101;Innsbruck;904;;138;;136;2;1;Willi Georg (Georg Willi - Die Innsbrucker Grünen);70;51,47;;2;Ing. Mag. Anzengruber Johannes (JA - Jetzt Innsbruck - Johannes Anzengruber);66;48,53;;
701;Innsbruck-Stadt;70101;Innsbruck;905;;68;;68;0;1;Willi Georg (Georg Willi - Die Innsbrucker Grünen);10;14,71;;2;Ing. Mag. Anzengruber Johannes (JA - Jetzt Innsbruck - Johannes Anzengruber);58;85,29;;
701;Innsbruck-Stadt;70101;Innsbruck;930;;0;;0;0;1;Willi Georg (Georg Willi - Die Innsbrucker Grünen);0;0,00;;2;Ing. Mag. Anzengruber Johannes (JA - Jetzt Innsbruck - Johannes Anzengruber);0;0,00;;
